자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180213,20180213001,DNB.ZIP,티아라 ‘ENT와 전속 코인 발행 계약’… 블록체인 토큰 발행한 최초 연예인,http://m.nextdaily.co.kr/news/article.html?id=20180209800075&obj=Tzo4OiJzdGRDbGFzcyI6Mjp7czo3OiJyZWZlcmVyIjtzOjEwNjoiaHR0cHM6Ly9tLnNlYXJjaC5uYXZlci5jb20vc2VhcmNoLm5hdmVyP3doZXJlPW1fbmV3cyZzbT1tdGJfanVtJnF1ZXJ5PSVFQiVCOCU5NCVFQiVBMSU5R CVFQyVCMiVCNCVFQyU5RCVCOCI7czo3OiJmb3J3YXJkI  jtzOjEzOiJ3ZWIgdG8gbW9iaWxlIjt9,-,"#ENT, #개인토큰, #티아라",연예계에도 블록체인 기술이 도입돼 새로운 엔터테인먼트 생태계가 구축되고 있음. ENT는 걸그룹 티아라 멤버 큐리와 은정이 블록체인 플랫폼 ENT 주요 체인에서 개인 토큰(Token) 발행 계약을 맺었다고 밝힘. 이번 계약을 시작으로 향후 연예인들은 활동할 때 매니저에 의존적이었던 것에서 벗어나 독립적으로 활동할 수 있을 것으로 보임.,"잠재력이 있는 개인이 코인을 만들어 투자를 받을 수 있게 됨. 우리나라를 비롯, 전세계적으로 유명한 개인들이 코인을 만드는 시대가 시작될 것임. 아직 뜨기 전에 코인을 발행해 시드 머니를 투자받은 후, 나중에 수익이 생기면 코인을 가진 사람들과 나누는 일종의 공동 투자 방식임.
올해부터는 유명한 기업과 기업과 개인들이 만드는 코인들이 쏟아져 나올 것임. 이 중심에는 코인을 발행하고 투자할 수 있게 하는 플랫폼 시장이 성장할 것이며, 숨은 인재들 또한 다수 세상으로 나올 수 있게 될 것임. 이러한 현상과 시장에 주목할 필요가 있음.",DNB room,20180213,
Daily News Briefing,Daily_News_Briefing_180213,20180213001,DNB.ZIP,알리바바 “연내 블록체인 금융 서비스 상용화”,http://m.zdnet.co.kr/news_view.asp?ar ticle_id=20180213072723,-,"#알리페이, #앤트파이낸셜, #QR코드","중국 대형 기업의 블록체인 기술 적용 상품이 올해 상용화되는 원년이 될것으로 보임. 알리페이를 운영하는 앤트파이낸셜은 지난해 3월 알리페이의 기부 플랫폼에 블록체인을 도입해 자금의 흐름을 추적하는 기법으로 기부자를 찾아내고 있음. 유통에서는 블록체인을 응용해 오세아니아, 뉴질랜드의 26 개 브랜드 분유 등의 QR 코드를 부착하고 생산지, 생산일, 물류 등 정보를 제공함.","장 부총재는 상화폐발행과 같은 개념으로 보는 것은 최대의 오류이며 규제의 제한을 받고 있는 가상화폐와의 분리 육성을 주장함. 또한 블록체인은 모바일 지불처럼 천천히 사람들의 생활을 바꿔놓을 것이며 인터넷 기초 위에서 효율을 높이는 거대한 경제 가치를 보유하고 있다고 설명함.
블록체인은 가상화폐와 다른 개념으로 보아야 하며 이에 대한 정확한 숙지가 필요함. 블록체인이 유망한 기술임에는 부정할 수 없으며 지속적으로 관심을 가지며 어떻게 접목할 것인지에 대한 검토와 관련 스타트업에 대해 주목할 필요가 있음.",DNB room,20180213,
Daily News Briefing,Daily_News_Briefing_180212,20180212001,DNB.ZIP,"알리바바, 거액 연봉 노인 컨설턴트 채용",http://www.yonh apnews.co.kr/bulletin/2018/02/0200000000AKR20180202171400074.HTML,-,"#알리바바, #시니어컨설턴트","알리바바 그룹이 노인층을 공략하기 공략하기 위해, 거액의 연봉을 주고 노인을 '시니어 컨설턴트'로 채용하고자 함. 시니어 컨설턴트는 60 세 이상의 연령, 공공부문에서 일한 경력이 있는 지도층 인사라는 조건이 있음. 알리바바는 시니어 컨설턴트 후보자들의 제언을 받아들여 타오바오 등의 디자인과 기능을 개선하기도 했음.","미국의 실버 이코노미는 약 7천 700조원으로, 세계적으로 실버 이코노미는 잠재적 구매력으로 주목을 받고 있음. 흔히 노인층이라도 액티브 시니어를 자처하는 노인층이 많기 때문에 젊은 사람들을 활용한 서비스 제공이 더욱 효과적이었 . 그러나 알리바바는 그 세대의 인플루언서라 할 수 있는 사람들을 채널로 고용함으로써 새로운 시도를 하고 있는 것으로 보임.
예비 실버 이코노미 세대는 비교적 디지털에 친숙하며 구매력을 갖춘 세대일 것으로 예상됨. 따라서, 실버 이코노미와 관련해 헬스케어, 금융 컨설팅과 같이 당사가 가치를 제공할 수 있는 새로운 부분에 대한 고민이 필요하며, 이를 활용할 방안을 생각해 볼 필요가 있음.",DNB room,20180212,
Daily News Briefing,Daily_News_Briefing_180212,20180212001,DNB.ZIP,"중국인 관광객, 위챗으로 세금환급 가능",http://www.edaily.co.kr/news/news_detail.asp?newsId=01357926619109536&mediaCodeNo=257&OutLnkChk=Y,-,"#KTIS, #위챗페이, #내국세환급서비스","KT 그룹의 고객서비스 전문기업 KT IS는 위챗페이을 통한 내국세 환급 서비스를 제공하기로 함. 추후 업데이트를 통해 택스리펀드 모바일 어플리케이션과 도심환급창구에서도 적용해, 외국관광객들의 편의 향상에 힘쓴다는 전략임.","기존의 택스 리펀 전용 영수증을 발급받고 공항에서 QR 코드 스캔을 통해 택스를 환급받는 절차 대신 모바일 어플리케이션으로 언제 어디서나 환급을 받을 수 있다면, 외국 관광객들의 편의성이 크게 향상될 것으로 보임.
외국관광객들을 공략하기 위한 간편결제서비스 제휴가 증가하고 있음. 당사도 이들의 전략을 예의주시하며, 외국관광객들을 대상으로 한 차별화된 전략을 고민할 필요가 있다고 생각됨.",DNB room,20180212,
Daily News Briefing,Daily_News_Briefing_180212,20180212001,DNB.ZIP,올해의 반려견 트렌드 “펫러닝·펫셔리·펫부심”,http://www.sedaily.com/NewsView/1RVNWK7BZ0/GD02,-,"#반려견트렌드, #펫러닝, #펫셔리, #펫부심","지난해 SNS와 뉴스 등에 표출된 414만여건의 소셜 데이터 키워드를 분석한 결과, 올해 반려견 트렌드로 펫러닝, 펫셔리, 펫부심이 선정됨. 펫러닝은 반려동물에 대한 학습, 교육 프로그램에의 참여를 의미하며 펫셔리는 반려견 타겟의 프리미엄 상품, 서비스 증가를 뜻함. 펫부심은 인스타그램을 통해 표출하는 펫에 대한 자랑과 애정표현을 뜻함.","반려동물이 단순 트렌드를 넘어 문화로 정착하면서, 반려동물에 대한 관심사 역시 다양화되고 있음. 최근 반려견에 물려 다치는 일이 여러 차례 보도되면서 자신의 반려동물에 대해 자세히 학습하고 반려동물을 교육, 훈련 프로그램에 참여 시키는 트렌드의 부상이 두드러짐.
반려동물 보험과 동시에 동시에 펫 트렌드에 적합한 적합한 반려동물 관련 콘텐츠를 준비할 필요가 있음. 여러 채널을 채널을 활용해 펫펨족 (pet+family)을 위한 콘텐츠를 공급한다면, 보험 출시 시기에 마케팅 효과가 증가할 것으로 예상됨.",DNB room,20180212,
Daily News Briefing,Daily_News_Briefing_180212,20180212001,DNB.ZIP,사물인터넷 사업 '쑥쑥'. 총매출 23% 급증,http://www.yonhapnews.co.kr/bulletin/2018/02/09/0200000000AKR20180209153400017.HTML?input=1195m,-,"#사물인터넷, #IoT","우리나라 IoT 업체들의 매출이 7조 1,600억원으로 23.4% 급성장한 것으로 집계됨. 이는, 국내외에서 IoT 서비스가 활성화되며, 서비스 매출과 관련 기기 매출이 함께 급증했기 때문임. 국내 IoT 사업체들의 작년 매출 총액 중 절반 가까운 47.8%를 제품기기 업체들이 차지했으며, 그 다음이 서비스 업체(21.3%) 였음.","작년에는, 매출에서 차지하는 서비스 업체의 비중이 14.3%에 불과했으나 2017 년에는 각 산업에서 활용 빈도가 늘면서 서비스 업체가 차지하는 비중이 7.0%포인트 늘어남. 한편, IoT 관련 사업에서 겪는 애로사항은 '정부의 정책지원 미비', '사업추진 자금의 부족', '비즈니스 모델 부재'임.
IoT 사업의 매출규모 와 종사가 수가 증가하며 본격적으로 생태계가 조성되고 있는 상황임. 당사도, IoT와 보험, 재무설계, 헬스케어 연계 서비스 등을 제공하기 위해, 신속하게 IoT 업체와의 협업 전략을 검토할 필요가 있다고 생각됨.",DNB room,20180212,
Daily News Briefing,Daily_News_Briefing_180212,20180212001,DNB.ZIP,韓콘텐츠 수출 최대 효자는 게임. 2위 캐릭터와 6배차,http://www.yonhapnews.co.kr/it/2018/02/09/2408000000AKR20180209172600033.HTML,-,"#게임, #캐릭터","국내 게임의 작년 수출액이 37억 7천만 달러(약 4조 1천 10억원)에 달할 것으로 추정되며, 이는 작년 콘텐츠 산업 전체의 수출액인 수출액인 67억 4천만 달러에서 55.9%를 차지함. 이는, 2위인 캐릭터 산업과의 수출액 차이가 6배에 육박할 정도로 압도적이었음.","게임은 콘텐츠 특성상 언어, 문화적 장벽이 상대적으로 낮은 데다, 게임을 간편하게 내려받을 수 있는 스마트폰 플랫폼이 세계 각국에 보편화하면서 수출액이 빠르게 치솟고 있음. 한편, 작년 전체 콘텐츠 수출액은 전년 대비 8.5% 성장한 것으로 나타남.
해외 고객 및 잠재고객을 타겟으로 한 콘텐츠 제작이나 마케팅 전략에서, 국내 게임과 캐릭터를 활용하는 방안에 대해 고민해볼 필요가 있음. 이를 위해, IP 보유 기업 들과의 협업 전략에 대한 검토가 필요할 것으로 판단됨.",DNB room,20180212,
Daily News Briefing,Daily_News_Briefing_180209,20180209001,DNB.ZIP,알리바바 '핀테크' SKT에 이식하나,http://news1.kr/articles/?3230890,-,"#SKT, #알리바바, #ICT협력","SKT와 알리바바는 만남을 통해 인공지능, 5G 등의 차세대 정보통신기술 산업에 대해 의견을 교환하고, 차세대 미디어와 콘텐츠 등 미래 사업기회를 공동으로 모색하기로 합의함. 양사는 이번 회동을 계기로 통신, 미디어, 콘텐츠, 커머스 등 ICT 분야에서 협력을 추진키로 함.","SKT의 핀테크 영역 진출이 진출이 계속되고 있음. SKT는 2015년 인터넷전문은행에 도전하고 지난해 하나금융그룹과 협력해 '핀크'를 설립하고 서비스를 출시함. 인터넷 전문은행 인가 가능성은 꾸준히 제기되고 있어 다양한 커머스, 금융 기업과의 협력을 통해 더욱 핀테크 역량을 키우는 모습임.
ICT 기업과 금융 기업의 협업은 어제 오늘 일이 아님. 당사 역시 시너지를 낼 수 있는 데이터를 풍부하게 가진 회사와 빠르게 협업해 인슈어테크의 선도 주자가 되어야 함.",DNB room,20180209,
Daily News Briefing,Daily_News_Briefing_180209,20180209001,DNB.ZIP,보험사 초저가 상품 출시 배경은 미끼상품 전략?,http://www.dailian.co.kr/news/view/692476/?sc=naver,-,"#보험, #미끼상품","보험업계가 수익을 기대하지 못하는 초저상 상품을 출시하고 있는데, 이 배경에는 영업 확대를 위한 미끼상품 전략이 있으므로 고객은 이와 같은 상품 선택 시 주의해야 한다는 의견이 나오고 있음. 마케팅 활동을 위한 수집이 제한되고, 실손보험과 같은 고객 니즈가 큰 상품을 통한 영업 확대도 축소된 상황에서 선택한 방안으로 보기 때문임.","기존 보험과 초저가 보험의 보험료 차이가 왜 발생하는지를 고객이 제대로 알고 선택할 수 있도록 하는 방안이 필요할 것으로 생각함.
중장기적 전략에서 초저가 보험상품으로 고객 유인 및 상품 경험을 하는 전략은 분명 필요한 사항이나 그에 따르는 수반사항(상품정보 전달 수준 향상 등)을 함께 검토해야 할 것으로 생각함.",DNB room,20180209,
Daily News Briefing,Daily_News_Briefing_180209,20180209001,DNB.ZIP,조폐공사의 미래는 블록체인,http://news.mt.co.kr/mtview.php?no=2018020710101173987,-,"#조폐공사, #현금없는사회, #공공진본성","조폐공사는 올해 말 상용화를 목표로, 블록체인 기술에 바탕을 둔 모바일 신분증(ID)과 모바일 상품권 개발에 본격 착수함. 현금을 찍는 기존의 역할을 탈피해 '현금 없는 사회'라는 변화를 인정하고, 위변조를 막는 기술을 통해 조폐공사가 '공공 진본성'에 주도적인 역할을 하기 위함.","전세계적으로 현금 결제 비중이 줄어들고 있는 변화양상을 국가 차원에서 인정하는 점이 의미가 있음. 블록체인을 기반으로 한 모바일 신분증, 모바일 상품권 등이 출시되고, 다른 공공서비스로 확대되면 전체 시스템에 큰 변화가 일어날 것으로 예상됨.
온라인 거래가 증가하면서 위·변조 방지, 거래간 신뢰를 담보할 수 있는 기술에 대한 필요성이 증가하고 있음. 당사도 고객이 안전하게 거래하고, 당사가 제공하는 온라인 콘텐츠에 안심하고 참여할 수 있도록 있도록 관련 기술들뿐만 아니라, 국가 주도적으로 개발중인 시스템을 예의주시할 필요가 있음.",DNB room,20180209,
Daily News Briefing,Daily_News_Briefing_180209,20180209001,DNB.ZIP,"설 연휴 국내여행, 관광지보다 '휴식·힐링' 여행 선호 7배 높아",http://www.nextdaily.co.kr/news/article.html?id=20180207800045&SNS=00002,-,"#인터파크, #호캉스여행","인터파크의 고객 조사에 따르면 따르면, 올해 설 연휴엔 관광보다 휴식을 취하는 힐링/휴식 또는 호캉스 여행 선호가 높음. 동반 형태는 부모님, 자녀, 배우자/연인 순으로 가족과 함께 가는 여행이 많음. 숙박 선호는 호텔, 리조트, 펜션 순으로 높음.","편히 쉬면서 일상의 스트레스를 푸는 쉼표 여행이 점차 국내/국외여행 모두에서 대세로 떠오름. 한 달 살아보기, 로컬 생활하기 등의
테마 여행은 지속적으로 인기가 높을 것으로 예상되며, 다양한 힐링 프로그램 역시 관심을 받을 것으로 보임.
로컬의 특징적인 느낌을 살리고 편히 쉴 수 있는 여러가지 프로그램을 제공하는 테마 리조트를 조성한다면 국내, 인바운드 고객 모두 타켓할 수 있을 것으로 생각됨 .",DNB room,20180209,
Daily News Briefing,Daily_News_Briefing_180209,20180209001,DNB.ZIP,"IoT, AR, 로봇...' 물류 혁신' 나선 롯데그룹",http://www.dt.co.kr/contents.html?article_no=2018020902101360053001&ref=naver,-,"#롯데그룹, #물류혁신, #자동운송로봇","롯데그룹은 설비, 지게차 등에 IoT 센서를 설치하여 실시간 상황 대응과 시스템 최적화를 계획함. AR 기능을 갖춘 스마트글라스를 전체 물류센터 작업자와 배송기사에게 지급, 물류센터 상/하차 품목을 전달받고 재고 위치 정보도 실시간으로 파악할 수 있게 함. 자동운송 협업로봇도 도입하여 작업자를 따라다니며 물품을 자동 운송해 센터 인력을 효율화하고 정확도를 높임.","최근 유통기업들이 물류 차별화에 승부를 걸고 있는 가운데 롯데는 빠르게 기술을 적용해 물류와 유통을 연결하는 혁신시스템 고리를 강화하고, 이를 통해 IT 기술 경쟁력까지 높인다는 전략임.
전 산업 영역에서 무한경쟁이 일어나고 있는 상황에서 첨단 기술을 활용한 차별화는 피할 수 없는 과제임. 우리 또한 IT 기술을 활용해 서비스를 차별화 해야 함.",DNB room,20180209,
Daily News Briefing,Daily_News_Briefing_180208,20180208001,DNB.ZIP,"배타주의' 애플, 中은 예외? '알리페이 도입'",http://view.asiae.co.kr/news/view.htm?idxno=2018020807265588632,-,"#애플, #중국애플스토어, #알리페이",애플이 중국의 애플스토어에서 '애플페이'가 아닌 '알리페이'를 허용할 방침을 밝힘. 이는 전 세계 500개 애플스토어에서 제3의 모바일 플랫폼이 허용되는 첫 사례임. 지난달 개장한 국내 첫 애플스토어 또한 타사 제품 사용 불가로 휴대폰 개통(국내법상 개통에 요구되는 요구되는 타사 스캐너 사용 거부)이 어려운 상황인 것으로 알려짐.,"애플은 모바일 결제 외 자사 제품, 서비스 이외의 것을 애플스토어에 들이지 않기로 유명함. 중국은 세계에서 가장 큰 스마트폰 시장이자 모바일 결제 시장으로 애플은 애플페이의 점유율이 하락하는 상황에서 제2의 모바일 결제 서비스를 받아들 일 수밖에 없다는 것으로 분석됨.
애플의 배타주의가 중국 시장에서는 다른 행보를 보이는 만큼 중국은 시장 규모 및 성장 측면에서 압도적인 영향력을 선사하고 있음. 당사 또한 중국 영위 사업에 대처하는 자세를 현지화시켜 각종 시행착오를 줄일 방안을 마련해야할 것으로 예상됨.",DNB room,20180208,
Daily News Briefing,Daily_News_Briefing_180208,20180208001,DNB.ZIP,일본서 더 이상 울지않으리,http://biz.chosun.com/site/data/html_dir/2018/02/08/2018020800041.html,-,"#네이버, #카카오, #일본시장",국내 대표 인터넷기업인 네이버와 카카오가 올해 대대적인 대대적인 일본 시장 공략에 나섬. 네이버는 일본에서 모바일메신저 '라인'을 성공시킨 노하우와 경험을 바탕으로 주력 사업인 '검색' 시장에 재도전함. 카카오는 연내 일본의 음악과 게임 시장에 진출할 계획임.,"네이버는 일본의 기존 검색 시장에 진출하는 게 아니라 인공지능 검색이라는 신규 시장을 시장을 개척하고자 함. 한편, 카카오는 최근 확보한 확보한 해외 투자 자금 1조원을 활용해 일본에서 음악, 게임 등 콘텐츠 신규 사업을 시작할 계획임. 또한, 일본 기업이나 일본 진출에 도움이 될 기업도 적극 인수할 것이라고 함.
네이버와 카카오가 자신들이 보유한 강점을 통해 진입장벽이 높다고 평가되는 일본 시장에서 사업을 전개해 나가는 과정에 주목할 필요가 있음. 이를 통해, 당사가 일본에서 펼칠 수 있는 신규사업 및 마케팅 전략에 대한 고민이 필요하며, 이런 전략은 도쿄올림픽과 맞물려, 당사에게 해외 신규고객 유치의 새로운 기회가 될것이라고 생각됨.",DNB room,20180208,
Daily News Briefing,Daily_News_Briefing_180208,20180208001,DNB.ZIP,"다날, 코레일유통과 손잡 ‘위챗페이 서비스’ 제공",http://www.nextdaily.co.kr/news/article.html?id=20180206800025&SNS=00002,-,"#다날, #코레일유통, #위챗페이, #대명리조트","다날이 코레일유통과 계약을 체결하고 전국 철도 역사 내 929개 매장에 중국의 위챗페이 서비스를 제공하기로 함. 또한 국내 주요 공항, 면세점뿐만 아니라 대명리조트와도 계약을 체결하며 사업을 확대하고 있음. 이는 평창동계올림픽을 비롯해 비즈니스, 관광목적으로 한국을 찾는 중국인을 공략하기 위한 것임.","위챗페이는 7억명 이상이 이용하는 위챗 기반의 결제서비스로 중국내 1위 결제 서비스임. 다날은 위챗페이를 도입하여 사후 면세서비스를 운영하는 등 중국관광객뿐만 아니라 모든 외국 관광객들로 타겟을 넓히고 있음.
한국을 방문하는 외국인을 공략하기 위한 간편 결제 서비스가 크게 발전하고 있음. 결제의 편의성으로 간편 결제 서비스가 음식, 여행 등 고객의 모든 라이프사이클에 관여함에 따라, 당사도 관련 기업과의 제휴를 통해 브랜드 이미지 제고 또는 소비습관, 취향에 따른 맞춤형 콘텐츠 제공 등의 방안을 고려해볼 수 있음.",DNB room,20180208,
Daily News Briefing,Daily_News_Briefing_180208,20180208001,DNB.ZIP,"네이버-샤오미, 인공지능 분야 맞손",http://www.bloter.net/archives/301971,-,"#네이버, #샤오미, #여우미, #클로바","네이버가 샤오미, 국내 총판인 여우미와 AI분야의 전략적 업무협약을 체결함. 이번 업무협약은 네이버 AI 플랫폼인 클로바와 샤오미의 기술 연계가 주된 내용으로, 네이버는 샤오미 IoT 기기로 클로바의 영역을 넓힐 수 있을 것으로 예상됨.","네이버는 AI 플랫폼 클로바의 생태계 구축과 확장에 주력하고 있음. 하드웨어를 생산하고 있지 않은 네이버는 LG 전자, 샤오미 등 기기 생산 기업과 협약을 맺고 있음. 또한, 배달의 민족 등 라이프스타일 서비스 파트너도 확장하고 있어 인공지능 기술 적용의 확장이 기대됨.
AI 플랫폼의 생태계가 점차 확장되고 있음. 당사 역시 보험 측면에서는 이러한 플랫폼과 협약을 맺어 고객에게 혁신적인 보험 서비스를 제공할 필요가 있음.",DNB room,20180208,
Daily News Briefing,Daily_News_Briefing_180208,20180208001,DNB.ZIP,엔씨소프트 ‘스피드 경영’의 힘,http://news.donga.com/3/all/20180207/88563299/1,-,"#엔씨소프트, #아메바식스피드경영, #시드, #캠프","엔씨소프트가 지난해 매출 1조 7,587억원, 영업이익 5,850억원으로 사상 최대 실적을 기록한 가운데 김택진 엔씨소프트 대표의 아메바식 스피드 경영이 주목받고 있음. 2016년 4월 게임 개발 조직 내에 ‘시드(Seed)’와 ‘캠프(Camp)’라는 생소한 이름의 독립 조직을 신설하고, 각각의 조직을 이끄는 리더는 시더와 캡틴이라고 부르며, 이들에게 예산 집행권한을 줘 게임 개발을 주도하도록 한 것임.","엔씨소프트가 조직 개편을 단행한 이유는 신속한 게임 출시가 중요해지는 게임 산업의 경영 환경 변화에 대응하기 위함임. 이에, 조직을 잘게 쪼갠 뒤 해당 조직의 리더들에게 권한을 대거 부여해 조직 전체의 채산성을 끌어올리는 것을 목표로 하는 경영기법 ‘아메바 경영’을 엔씨소프트식 ‘스피드 경영’으로 해석한 것임.
당사도, 급변하고 있는 환경에서 살아남기 위한 조직개편 방안에 대한 고민이 필요하다고 생각됨. 이를 위해, 타 기업들이 도입해 시행하고 있는 '직급 폐지 및 사내 호칭 통일'이나 '유연근무제 도입' 등을 벤치마킹해, 시범적으로 운용하는 방안 등을 고려해 볼 수 있음.",DNB room,20180208,
Daily News Briefing,Daily_News_Briefing_180207,20180207001,DNB.ZIP,"하나금융그룹, '하나 플레이폼' 출시",http://it.chosun.com/news/article.html?no=2846410&sec_no=-1,-,"#하나금융그룹, #하나플레이폼",하나금융그룹이 재능 있는 예술 강사와 소상공인을 연계해 고객에게 새로운 배움과 경험의 기회를 제공하는 참여형 플랫폼 '하나 플레이폼(Hana Playform)을 출시할 계획임. 하나 플레이폼은 하나금융그룹의 통합 멤버십인 '하나멤버스'의 문화 강좌로 제공될 예정임.,"라이프스타일 분야에서 생태계를 조성하기 위한 금융 기업들의 시도들을 이어지고 있음. 하나 플레이폼의 경우 첫 콘텐츠는 페인트지만, 향후 쿠킹, 가드닝, 사진, 퀄팅 등의 취미를 테마로 프로그램을 확대할 계획이라는 점에서 문화예술 취미의 종합 플랫폼으로 확장될 것으로 보임.
취미를 주제로 한 플랫폼들이 성과를 보이고 있으며, 스타트업과 소상공인을 소상공인을 고객과 이어주는 플랫폼 역시 각광받고있어 당사도 라이프스타일의 부분에서 이러한 플랫폼에 빠르게 진입할 필요가 있음.",DNB room,20180207,
Daily News Briefing,Daily_News_Briefing_180207,20180207001,DNB.ZIP,7월부터 블록체인 인증서 하나로 18개 은행 거래,http://www.hankookilbo.com/m/v/a1fc5c49208c42539b6a38f44da23bad,-,"#공인인증서, #블록체인공동인증",7월부터 공인인증서를 한 번만 발급 받으면 추가 인증 필요 없이 18개 은행에서 금융 거래를 할 수 있게 됨. 국내 18개 은행이 참여하고 있는 블록체인 컨소시엄에서 은행권 블록체인 공동인증 시스템을 구축 중이라고 함.,"암호화폐 이슈와는 별개로 금융권에서 블록체인기술의 도입 및 활용이 적극적으로 이루어지고 있음. 은행권을 필두로 증권사, 보험 등 타업권과 연계해 사용 영역이 확대될 것이라 함.
블록체인의 금융권 활용에 따라 바뀌게 될 규제에 대비할 필요함. 또한 이번 은행권에 기술 제공을 제공을 더루프(theloop)에서 하며, 이런 전문 기업들에 대한 발굴 및 협업 방안 검토가 필요함.",DNB room,20180207,
Daily News Briefing,Daily_News_Briefing_180207,20180207001,DNB.ZIP,"게임서 주춤하던 VR, 교육-훈련용으로 ‘존재감’",http://news.donga.com/3/all/20180206/88544165/1,-,"#VR, #교육훈련, #가상실험","VR이 ‘실용성’을 무기로 다시 명예회복에 나서고 있음. 그간 게임과 미디어 시장의 판도를 바꿀 것으로 주목받았던 VR이 기대에 못 미친다는 평가가 많았지만, 최근 교육훈련이나 가상실험 등 용도가 명확한 시장에서 VR가 효용성을 인정받으면서 급성장 중임.","교육훈련에서 VR 이 주목받는 이유는 목적성이 뚜렷해서 멀미, 무거운 장비 등으로 인한 소비자의 거부감이 훈련용 VR 크게 부각되지 않기 때문임. 또한, 제작비에 큰 비용이 드는 훈련용 시뮬레이터 대비 효율성이 매우 높은 편임.
VR이 게임에만 국한 되지 않고, 교육이나 훈련에서 높은 활용성과 효율성을 보이고 있음. 이에, 당사도 재활훈련, 치료 등의 의료 분야 또는 헬스케어 분야 등에서 VR을 활용할 수 있는 방안에 대한 고민이 필요하다고 생각됨.",DNB room,20180207,
Daily News Briefing,Daily_News_Briefing_180207,20180207001,DNB.ZIP,"일본 ‘민레비', Airbnb 활용, 절에서의 숙박체험과 전통문화체험 지원사업을 개시",https://honichi.com/news/2018/02/05/obousanbinxairbnb/?utm_source=BenchmarkEmail&utm_campaign=RSS_Mail&utm_medium=email,-,"#민레비, #Airbnb, #숙박시설",제사를 지낼 때 스님을 수배해주는 ‘お坊さん 便’을 운영하는 ‘민레비’와 Airbnb는 일본각지의 절을 활용한 유니크한 숙박시설과 체험의 서비스 콘텐츠 검토를 통해 일본국내외에서의 여행자수의 증대와 지역경제의 고용창출 또는 경제 활성화를 목적으로 각종 서비스 구축을 하고 있음.,"공간, 차 등을 공유하는 셰어링 이코노미가 뜨고 있는 가운데 유니크한 공간인 절을 활용한 사례임. 절과 스님에 대한 제휴가 있는 ‘민레비’와 숙박 플랫폼을 가진 ‘Airbnb’ 의 각자의 장정을 살린 콘텐츠라고 생각 되어짐.
또한 각 지역의 절에서 템플스테이가 생겨나고 있는 추세로 전국의 절과 연계하여 해외 여행객들에게 참신한 체험과 숙박을 제공하는 서비스를 생각해 볼 수 있으며, 셰어링 이코노미에 대해 다방면으로 검토해 볼 필요가 있음 .",DNB room,20180207,
Daily News Briefing,Daily_News_Briefing_180207,20180207001,DNB.ZIP,주인님 코골이 듣고… AI 스피커가 건강 체크,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=023&aid=0003350807&lfrom=facebook,-,"#아마존, #버크서해서웨이, #JP모건체이스, #AI스피커, #AI건강관리","지난달 30일, 아마존이 버크서해서웨이, JP 모건 체이스와 건강관리 회사를 만들기로 발표하자, 뉴욕타임즈는 조만간 사람들이 AI 스피커와 대화를 통해 처방을 받고, 아마존 온라인 쇼핑몰에서 약을 배달하는 시대가 도래할 것으로 예측함. 국내에서도 내장 마이크 4개로 코골이 횟수, 시간, 강도를 분석하여 수면무호흡증을 진단하는 AI 기능을 세계 최초로 개발하는 등 AI을 활용한 건강 관리 서비스가 발전하고 있음.","인공지능(AI) 스피커가 음악감상·정보검색 등의 단순 비서기능을 넘어 이용자와 대화하며 영어 강의를 하거나 택시 호출, 인기 상품 주문, 나아가 이용자의 생활 습관을 분석해 건강을 관리해주는 주치의까지 활용범위가 계속해서 증가하고 있음.
AI기능, 웨어러블 기기 등이 발전함에 따라 보험사의 영역이 위험 예방으로 넓혀질 것이라 생각됨. 손해율을 개선하고, 보험료 할인을 통한 세분화된 고객을 확보하기 위해 관련 기술기업과의 제휴를 통해 당사에 적용시키는 방안을 고려해야할 것으로 사료됨.",DNB room,20180207,
